1809260002,7L1RLL 68b1e3af5f,AA7US 423509cfdc,CT2IWW 72e7374cdf,DF2JP bfcd28fe6b,DK7FC c11b6d3748,DL4DTL 309ea008df,EA8BVP1 02e91e207f,EA8BVP2 6286bfee04,F6BAZ 3f4737b88f,G0MQW1 174619389b,G0MQW2 c4b16efc5d,G0MQW3 6a1edc2691,G3VYZ1 8928a0c209,G3VYZ2 025fb0e790,G3VYZ3 c1f36a8886,G3YXM-600m 42b2ca0f50,G3ZJO db050902af,G4IOG-1 f839cc3e4e,G4IOG-2 fa66de9be5,G4JVF 73dbcf06a9,G6AVK 174c3d9af3,G6NHU 4ed74f7368,GJ7RWT 2832917c86,KL7L 0ebeba9e58,LA5GOA af1a734474,N2NXZ 898a344b66,OK1FCX 806ac586ec,ON4CDJ ca4e732d84,PA2OHH-30m 10db503170,PA2OHH-40m 9e60132647,S52AS eb6912e00f,SA6BSS1 e5976eb70c,SA6BSS2 a626e1c1b8,SA6BSS3 0f8fb05d61,VA3ROM d41d8cd98f,VE1VDM fe7f63420a,VE3GTC a19ca38e5c,VK3EDW f4b3d214f6,VK2DDI 895372d28b,VE7IGH ae3bd544e5,WD4AH 29b1a9b2cd,WD4ELG-20 501f613abd,WD4ELG-30 79e21d4058,WD4ELG-40 f7e5493043,WD4ELG-80 521a54b2ee,WD4ELG-160 182e50dbd6,W4HBK1 307da7ba03,W4HBK2 4c8251e969,WA5DJJ-10m a5e8671525,WA5DJJ-12m a3d8318e23,WA5DJJ-15m 62bfe9b63a,WA5DJJ-17m 11507e7aa0,WA5DJJ-20m d86b685886,WA5DJJ-30m d002f8f11b,WA5DJJ-40m 464cc7692a,WA5DJJ-60m 2514b4e07e,WA5DJJ-80m 8787721cb5,WA5DJJ-160m e4030d933b,WA5DJJ-630m 008a6a7382,ZL2IK1 83e6ba051a,ZL2IK2 5522b9cdc3
1809260012,7L1RLL c696c5400f,AA7US 423509cfdc,CT2IWW 72e7374cdf,DF2JP d41d8cd98f,DK7FC 8f4de5c6ec,DL4DTL 61cd2c18d7,EA8BVP1 0aeadff15e,EA8BVP2 6286bfee04,F6BAZ 3f4737b88f,G0MQW1 3dd524903b,G0MQW2 b85a180a7f,G0MQW3 6a1edc2691,G3VYZ1 d278f5ec5e,G3VYZ2 77d631c491,G3VYZ3 7347832b6e,G3YXM-600m 01114694e2,G3ZJO db050902af,G4IOG-1 f839cc3e4e,G4IOG-2 fa66de9be5,G4JVF 3d5c8b147d,G6AVK 174c3d9af3,G6NHU 4ed74f7368,GJ7RWT 2832917c86,KL7L 40eefe38bc,LA5GOA af1a734474,N2NXZ 898a344b66,OK1FCX 78f2615eb1,ON4CDJ ca4e732d84,PA2OHH-30m 10db503170,PA2OHH-40m 9e60132647,S52AS eb6912e00f,SA6BSS1 30480a8c7c,SA6BSS2 95ba32d24b,SA6BSS3 267c71b78b,VA3ROM d41d8cd98f,VE1VDM fe7f63420a,VE3GTC 689b4804bd,VK3EDW 88b04ad12f,VK2DDI 895372d28b,VE7IGH 63c7745cc5,WD4AH 1ae9f80dbd,WD4ELG-20 046eee5901,WD4ELG-30 eeab623f4b,WD4ELG-40 1496b3035a,WD4ELG-80 57a285f6b1,WD4ELG-160 6c846a140a,W4HBK1 0deeb58c7e,W4HBK2 4c8251e969,WA5DJJ-10m a5e8671525,WA5DJJ-12m a3d8318e23,WA5DJJ-15m 62bfe9b63a,WA5DJJ-17m 11507e7aa0,WA5DJJ-20m d86b685886,WA5DJJ-30m d002f8f11b,WA5DJJ-40m ab0c867221,WA5DJJ-60m 2514b4e07e,WA5DJJ-80m 53f5f523f0,WA5DJJ-160m d7110e19cc,WA5DJJ-630m 9dff212c61,ZL2IK1 19cec91396,ZL2IK2 5522b9cdc3
1809260022,7L1RLL edddf06f25,AA7US 423509cfdc,CT2IWW 72e7374cdf,DF2JP bfcd28fe6b,DK7FC ec55da3839,DL4DTL 60019aa332,EA8BVP1 9907e4d0fb,EA8BVP2 6286bfee04,F6BAZ 3f4737b88f,G0MQW1 2b8995f503,G0MQW2 1ffe01117b,G0MQW3 6a1edc2691,G3VYZ1 d925b81f83,G3VYZ2 9dc8f75c54,G3VYZ3 fb7f0ede41,G3YXM-600m c4c85f0254,G3ZJO db050902af,G4IOG-1 f839cc3e4e,G4IOG-2 fa66de9be5,G4JVF 97ad51c57f,G6AVK 174c3d9af3,G6NHU 4ed74f7368,GJ7RWT 2832917c86,KL7L c88d33ca30,LA5GOA 020d5c4ca3,N2NXZ 898a344b66,OK1FCX 1537f6a97c,ON4CDJ a0f4a88ee7,PA2OHH-30m 10db503170,PA2OHH-40m 9e60132647,S52AS 3ab0081b83,SA6BSS1 42f435d245,SA6BSS2 dac181fdb6,SA6BSS3 13876c26e0,VA3ROM d41d8cd98f,VE1VDM fe7f63420a,VE3GTC 6818fde10d,VK3EDW 4809c8a96f,VK2DDI 895372d28b,VE7IGH 63c7745cc5,WD4AH 31c42a8cc3,WD4ELG-20 c5a91466ea,WD4ELG-30 ad1af7b700,WD4ELG-40 76fb9058f1,WD4ELG-80 436967ffdf,WD4ELG-160 03599b37ac,W4HBK1 06b146c46b,W4HBK2 4c8251e969,WA5DJJ-10m a3e26ceb19,WA5DJJ-12m c276a55415,WA5DJJ-15m c005ac94c6,WA5DJJ-17m 92d63bd6d2,WA5DJJ-20m 9173c4524f,WA5DJJ-30m 2c3d00a6d8,WA5DJJ-40m ab0c867221,WA5DJJ-60m 2514b4e07e,WA5DJJ-80m 53f5f523f0,WA5DJJ-160m d7110e19cc,WA5DJJ-630m 9dff212c61,ZL2IK1 38f7a34605,ZL2IK2 5522b9cdc3
1809260932,7L1RLL 3477008362,AA7US 423509cfdc,CT2IWW 72e7374cdf,DF2JP bfcd28fe6b,DK7FC 7072503740,DL4DTL 3402c8d781,EA8BVP1 65ee81341f,EA8BVP2 09707cabae,F6BAZ 3f4737b88f,G0MQW1 7d061fabbb,G0MQW2 98aa53d869,G0MQW3 6a1edc2691,G3VYZ1 5c5b6dc423,G3VYZ2 78dd4f773c,G3VYZ3 ee708ba73d,G3YXM-600m 3e673f41bf,G3ZJO db050902af,G4IOG-1 f839cc3e4e,G4IOG-2 fa66de9be5,G4JVF 66933c3f0b,G6AVK 174c3d9af3,G6NHU 4ed74f7368,GJ7RWT 2832917c86,KL7L 73d97b3eed,LA5GOA cc451cd655,N2NXZ 898a344b66,N8NJ 8f932d7a2f,OK1FCX 7050097138,ON4CDJ 7b3e9e81da,PA2OHH-30m 10db503170,PA2OHH-40m 8833031b00,S52AS 9d70b5b7f5,SA6BSS1 933e796f41,SA6BSS2 1fafe4559f,SA6BSS3 2406c91e2b,VA3ROM d41d8cd98f,VE1VDM fe7f63420a,VE3GTC f8c4439f82,VK3EDW 9f410b4af2,VK2DDI 895372d28b,VE7IGH 0257890b97,WD4AH 870fe677fa,WD4ELG-20 f3abe1493f,WD4ELG-30 5ec722356b,WD4ELG-40 68e12afd18,WD4ELG-80 d239151623,WD4ELG-160 3135f43503,W4HBK1 7d0b416571,W4HBK2 c8bec94539,WA5DJJ-10m b2100e47aa,WA5DJJ-12m 0dac8315bb,WA5DJJ-15m fa4c4e5d0e,WA5DJJ-17m 1ca8772964,WA5DJJ-20m 41407ec24e,WA5DJJ-30m 6f57df51a8,WA5DJJ-40m 606801bc48,WA5DJJ-60m 2514b4e07e,WA5DJJ-80m 87e490d663,WA5DJJ-160m ce9dbb1153,WA5DJJ-630m fcd6d87b87,ZL2IK1 e0e0c05388,ZL2IK2 df6ec31f8d
1809260942,7L1RLL bced874bd0,AA7US 423509cfdc,CT2IWW 72e7374cdf,DF2JP bfcd28fe6b,DK7FC b095f853b4,DL4DTL fac26e2601,EA8BVP1 36546a5185,EA8BVP2 09707cabae,F6BAZ 3f4737b88f,G0MQW1 b6416b8be2,G0MQW2 30fb773439,G0MQW3 6a1edc2691,G3VYZ1 ce8b010a0f,G3VYZ2 0bdb8ce64e,G3VYZ3 4e537c815b,G3YXM-600m 74e313122f,G3ZJO db050902af,G4IOG-1 f839cc3e4e,G4IOG-2 fa66de9be5,G4JVF c95a60151a,G6AVK 174c3d9af3,G6NHU 4ed74f7368,GJ7RWT 2832917c86,KL7L 3e4a16a0ef,LA5GOA 188be4c02b,N2NXZ 898a344b66,N8NJ 575210df4e,OK1FCX e167f78a19,ON4CDJ 56b634d22d,PA2OHH-30m 10db503170,PA2OHH-40m 8833031b00,S52AS 9d70b5b7f5,SA6BSS1 933e796f41,SA6BSS2 289408f442,SA6BSS3 754097acb8,VA3ROM d41d8cd98f,VE1VDM fe7f63420a,VE3GTC 5f072ac25b,VK3EDW a58cdf60cd,VK2DDI 895372d28b,VE7IGH 0257890b97,WD4AH 290f9799d9,WD4ELG-20 3cd6dee3ea,WD4ELG-30 6fcab26248,WD4ELG-40 244ec07c9b,WD4ELG-80 4730430560,WD4ELG-160 3b8b89e7d5,W4HBK1 9ff933622a,W4HBK2 c8bec94539,WA5DJJ-10m 792bee8daf,WA5DJJ-12m 8caa7462bb,WA5DJJ-15m a0f3e53fdb,WA5DJJ-17m 95d9cb6b25,WA5DJJ-20m 485fa82d8e,WA5DJJ-30m 6bc49e9421,WA5DJJ-40m 606801bc48,WA5DJJ-60m 2514b4e07e,WA5DJJ-80m 87e490d663,WA5DJJ-160m ce9dbb1153,WA5DJJ-630m fcd6d87b87,ZL2IK1 19ae92adee,ZL2IK2 df6ec31f8d
1809260953,7L1RLL f7cdea4fcb,AA7US 423509cfdc,CT2IWW 72e7374cdf,DF2JP bfcd28fe6b,DK7FC 29025092db,DL4DTL 25f45fd308,EA8BVP1 f205a01dc0,EA8BVP2 09707cabae,F6BAZ 3f4737b88f,G0MQW1 65a0a5ef02,G0MQW2 7e4810ef8f,G0MQW3 6a1edc2691,G3VYZ1 58f90c56d1,G3VYZ2 999b227434,G3VYZ3 c9b76fa06e,G3YXM-600m 62efee70cc,G3ZJO db050902af,G4IOG-1 f839cc3e4e,G4IOG-2 fa66de9be5,G4JVF fe9b5e3ce9,G6AVK 174c3d9af3,G6NHU 4ed74f7368,GJ7RWT 2832917c86,KL7L 67610f7739,LA5GOA 188be4c02b,N2NXZ 898a344b66,N8NJ 575210df4e,OK1FCX 332316e981,ON4CDJ 56b634d22d,PA2OHH-30m 10db503170,PA2OHH-40m 8833031b00,S52AS 9d70b5b7f5,SA6BSS1 933e796f41,SA6BSS2 2e87db22fe,SA6BSS3 9a57059b93,VA3ROM d41d8cd98f,VE1VDM fe7f63420a,VE3GTC 85e2fdf370,VK3EDW 2a01bbf7b1,VK2DDI 895372d28b,VE7IGH 0257890b97,WD4AH efb036bbaa,WD4ELG-20 ad26bd4e0b,WD4ELG-30 9a3adc25f6,WD4ELG-40 9c41f6b28f,WD4ELG-80 714ba3c547,WD4ELG-160 65a188a0e4,W4HBK1 1b0edf265f,W4HBK2 c8bec94539,WA5DJJ-10m 792bee8daf,WA5DJJ-12m 8caa7462bb,WA5DJJ-15m a0f3e53fdb,WA5DJJ-17m 95d9cb6b25,WA5DJJ-20m 485fa82d8e,WA5DJJ-30m 6bc49e9421,WA5DJJ-40m a0cd462ec6,WA5DJJ-60m 2514b4e07e,WA5DJJ-80m 3778c97579,WA5DJJ-160m 3fbd12d8cf,WA5DJJ-630m 86e17c3dc3,ZL2IK1 753862f1c8,ZL2IK2 df6ec31f8d
1809261002,7L1RLL 29e978f7ae,AA7US 423509cfdc,CT2IWW 72e7374cdf,DF2JP bfcd28fe6b,DK7FC 6846808943,DL4DTL 784a17f4ed,EA8BVP1 9ddf24038d,EA8BVP2 72076bfb91,F6BAZ 3f4737b88f,G0MQW1 d521dfb9e2,G0MQW2 d30b98e96e,G0MQW3 6a1edc2691,G3VYZ1 d694e4ae1c,G3VYZ2 9bf2fd1a9a,G3VYZ3 0f966c60c4,G3YXM-600m 73fb210b03,G3ZJO db050902af,G4IOG-1 f839cc3e4e,G4IOG-2 fa66de9be5,G4JVF 5ddd11ff62,G6AVK 174c3d9af3,G6NHU 4ed74f7368,GJ7RWT 2832917c86,KL7L 4dd40f14c0,LA5GOA e5f481976b,N2NXZ 898a344b66,N8NJ 5ea8f847af,OK1FCX b505b1ffae,ON4CDJ c2fb4298a9,PA2OHH-30m 10db503170,PA2OHH-40m 8833031b00,S52AS 9d70b5b7f5,SA6BSS1 933e796f41,SA6BSS2 06fd228eb3,SA6BSS3 a64cb2c35c,VA3ROM d41d8cd98f,VE1VDM fe7f63420a,VE3GTC 53d1e9f9d8,VK3EDW 3542aa6f65,VK2DDI 895372d28b,VE7IGH e713b646c5,WD4AH 930816c5c5,WD4ELG-20 05ff5b2aac,WD4ELG-30 ee5d912e02,WD4ELG-40 c0171e9d00,WD4ELG-80 e5b61d9b5e,WD4ELG-160 3289fd9689,W4HBK1 666aedf60c,W4HBK2 1d44704ae0,WA5DJJ-10m 2e130b4249,WA5DJJ-12m f8b12a0ec9,WA5DJJ-15m 5f71084748,WA5DJJ-17m 872b0c56e4,WA5DJJ-20m 3fb7039311,WA5DJJ-30m b43a19b858,WA5DJJ-40m a0cd462ec6,WA5DJJ-60m 2514b4e07e,WA5DJJ-80m 3778c97579,WA5DJJ-160m 3fbd12d8cf,WA5DJJ-630m 86e17c3dc3,ZL2IK1 7a509f4270,ZL2IK2 f716314d51
1809261012,7L1RLL 1d065a7d11,AA7US 423509cfdc,CT2IWW 72e7374cdf,DF2JP d41d8cd98f,DK7FC d6b8d16044,DL4DTL 036b08515a,EA8BVP1 6d727f1476,EA8BVP2 72076bfb91,F6BAZ 3f4737b88f,G0MQW1 435f8747c7,G0MQW2 3c1699a216,G0MQW3 6a1edc2691,G3VYZ1 0931b3e474,G3VYZ2 c7220669de,G3VYZ3 c38fa5ebe2,G3YXM-600m 4237dc2ec0,G3ZJO db050902af,G4IOG-1 f839cc3e4e,G4IOG-2 fa66de9be5,G4JVF aa74edd2b6,G6AVK 174c3d9af3,G6NHU 4ed74f7368,GJ7RWT 2832917c86,KL7L 89905b6611,LA5GOA e5f481976b,N2NXZ 898a344b66,N8NJ a33010671f,OK1FCX 0252392995,ON4CDJ c2fb4298a9,PA2OHH-30m 10db503170,PA2OHH-40m 8833031b00,S52AS 9d70b5b7f5,SA6BSS1 933e796f41,SA6BSS2 6462230a05,SA6BSS3 2325e6dc90,VA3ROM d41d8cd98f,VE1VDM fe7f63420a,VE3GTC 09ab020aa0,VK3EDW 1034891622,VK2DDI 895372d28b,VE7IGH e713b646c5,WD4AH 6719375805,WD4ELG-20 bb3d86932e,WD4ELG-30 95a165ebbe,WD4ELG-40 2a08f5c8e7,WD4ELG-80 a0990762de,WD4ELG-160 44d3bf1f2f,W4HBK1 0900bbda36,W4HBK2 1d44704ae0,WA5DJJ-10m 2e130b4249,WA5DJJ-12m f8b12a0ec9,WA5DJJ-15m 5f71084748,WA5DJJ-17m 872b0c56e4,WA5DJJ-20m 3fb7039311,WA5DJJ-30m b43a19b858,WA5DJJ-40m 6868175d45,WA5DJJ-60m 2514b4e07e,WA5DJJ-80m 1bf3d730aa,WA5DJJ-160m b74711b5a0,WA5DJJ-630m 5a53af64fe,ZL2IK1 4716d595b1,ZL2IK2 f716314d51
1809261022,7L1RLL 09fdd2be0b,AA7US 423509cfdc,CT2IWW 72e7374cdf,DF2JP bfcd28fe6b,DK7FC 55837f5da5,DL4DTL 72993289aa,EA8BVP1 31a63e2e4a,EA8BVP2 72076bfb91,F6BAZ 3f4737b88f,G0MQW1 6ebca69b23,G0MQW2 3c1699a216,G0MQW3 6a1edc2691,G3VYZ1 41e351b160,G3VYZ2 6ff6ebe7e0,G3VYZ3 b01b5203eb,G3YXM-600m fbb870aea6,G3ZJO db050902af,G4IOG-1 f839cc3e4e,G4IOG-2 fa66de9be5,G4JVF 9952175d25,G6AVK 174c3d9af3,G6NHU 4ed74f7368,GJ7RWT 2832917c86,KL7L 89905b6611,LA5GOA f8b0250851,N2NXZ 898a344b66,N8NJ da41e3ea01,OK1FCX 242ab0ac37,ON4CDJ 1a4667db4a,PA2OHH-30m 10db503170,PA2OHH-40m 8833031b00,S52AS 9d70b5b7f5,SA6BSS1 933e796f41,SA6BSS2 07a27067cc,SA6BSS3 288eaa4c68,VA3ROM d41d8cd98f,VE1VDM fe7f63420a,VE3GTC 80d72afe96,VK3EDW c0af3cf852,VK2DDI 895372d28b,VE7IGH e713b646c5,WD4AH 995664ade5,WD4ELG-20 f00bbcc6c5,WD4ELG-30 1d486cf640,WD4ELG-40 be1c872552,WD4ELG-80 6db8c30c5f,WD4ELG-160 f53681f75e,W4HBK1 6ca6a04211,W4HBK2 1d44704ae0,WA5DJJ-10m 7046dcb775,WA5DJJ-12m c7a6f5da54,WA5DJJ-15m 69477fe5f3,WA5DJJ-17m 586fcb0ef6,WA5DJJ-20m fd612ccf74,WA5DJJ-30m e870a4ea73,WA5DJJ-40m 6868175d45,WA5DJJ-60m 2514b4e07e,WA5DJJ-80m 1bf3d730aa,WA5DJJ-160m b74711b5a0,WA5DJJ-630m 5a53af64fe,ZL2IK1 4de800b7c1,ZL2IK2 f716314d51
1809261032,7L1RLL 0c18bee4b5,AA7US 423509cfdc,CT2IWW 72e7374cdf,DF2JP bfcd28fe6b,DK7FC 0f4d250a21,DL4DTL 6e2d8ea6e0,EA8BVP1 6c27935832,EA8BVP2 94d83d7874,F6BAZ 3f4737b88f,G0MQW1 694eca977b,G0MQW2 eb3807c53b,G0MQW3 6a1edc2691,G3VYZ1 3f05d6f9b7,G3VYZ2 ec484d4260,G3VYZ3 694509d803,G3YXM-600m 3d69492bed,G3ZJO db050902af,G4IOG-1 f839cc3e4e,G4IOG-2 fa66de9be5,G4JVF aa05384b52,G6AVK 174c3d9af3,G6NHU 4ed74f7368,GJ7RWT 2832917c86,KL7L 6bed8dd6ce,LA5GOA f8b0250851,N2NXZ 898a344b66,N8NJ af4d2c39ef,OK1FCX 3f886da9e7,ON4CDJ 1a4667db4a,PA2OHH-30m 10db503170,PA2OHH-40m 8833031b00,S52AS 9d70b5b7f5,SA6BSS1 933e796f41,SA6BSS2 08ed0b406c,SA6BSS3 e0de3a1123,VA3ROM d41d8cd98f,VE1VDM fe7f63420a,VE3GTC 357e3567f0,VK3EDW 876e2f22a2,VK2DDI 895372d28b,VE7IGH e713b646c5,WD4AH 0d6157d2be,WD4ELG-20 32f835eecb,WD4ELG-30 59dc5c127b,WD4ELG-40 3181d867a3,WD4ELG-80 8898595d2a,WD4ELG-160 cdcd41b9a2,W4HBK1 84b09bd900,W4HBK2 5db2e7b33b,WA5DJJ-10m 7046dcb775,WA5DJJ-12m c7a6f5da54,WA5DJJ-15m 69477fe5f3,WA5DJJ-17m 586fcb0ef6,WA5DJJ-20m fd612ccf74,WA5DJJ-30m e870a4ea73,WA5DJJ-40m 62ce98729c,WA5DJJ-60m 2514b4e07e,WA5DJJ-80m 2d3602dffa,WA5DJJ-160m 7aea335c02,WA5DJJ-630m 7e5824266c,ZL2IK1 5220297cac,ZL2IK2 e07dcba006
1809261042,7L1RLL d41d8cd98f,AA7US 423509cfdc,CT2IWW 72e7374cdf,DF2JP bfcd28fe6b,DK7FC 7ee873c4f8,DL4DTL 3fdfa28220,EA8BVP1 8ae56c5177,EA8BVP2 94d83d7874,F6BAZ 3f4737b88f,G0MQW1 9854f1b622,G0MQW2 28a4811cbf,G0MQW3 6a1edc2691,G3VYZ1 34d4355174,G3VYZ2 ce985ca091,G3VYZ3 ae934759ee,G3YXM-600m bf67228b2d,G3ZJO db050902af,G4IOG-1 f839cc3e4e,G4IOG-2 fa66de9be5,G4JVF 316732dbaa,G6AVK 174c3d9af3,G6NHU 4ed74f7368,GJ7RWT 2832917c86,KL7L 31b5996709,LA5GOA a042d6e63a,N2NXZ 898a344b66,N8NJ af80c85a32,OK1FCX 66003a23bb,ON4CDJ 922953067d,PA2OHH-30m 10db503170,PA2OHH-40m 8833031b00,S52AS 9d70b5b7f5,SA6BSS1 933e796f41,SA6BSS2 1987ec4740,SA6BSS3 111526fca0,VA3ROM d41d8cd98f,VE1VDM fe7f63420a,VE3GTC 7ede91a05d,VK3EDW 67fd94936f,VK2DDI 895372d28b,VE7IGH e713b646c5,WD4AH b1d84fa73f,WD4ELG-20 f11e26d881,WD4ELG-30 41a17ddf57,WD4ELG-40 1519b1c614,WD4ELG-80 fb0c65340f,WD4ELG-160 123c6207c0,W4HBK1 01fdcc07f8,W4HBK2 5db2e7b33b,WA5DJJ-10m 7bffb9ddc4,WA5DJJ-12m 610e648322,WA5DJJ-15m b6f6247ffd,WA5DJJ-17m 3e0e8d1539,WA5DJJ-20m c56673fa8c,WA5DJJ-30m 598abe24ae,WA5DJJ-40m 62ce98729c,WA5DJJ-60m 2514b4e07e,WA5DJJ-80m 2d3602dffa,WA5DJJ-160m 7aea335c02,WA5DJJ-630m 7e5824266c,ZL2IK1 21c852683c,ZL2IK2 e07dcba006
1809261052,7L1RLL c298facba1,AA7US 423509cfdc,CT2IWW 72e7374cdf,DF2JP bfcd28fe6b,DK7FC a2d0aa2a66,DL4DTL 4361746d43,EA8BVP1 65cf1fda80,EA8BVP2 94d83d7874,F6BAZ 3f4737b88f,G0MQW1 412e3d9084,G0MQW2 28a4811cbf,G0MQW3 6a1edc2691,G3VYZ1 a386d86392,G3VYZ2 9329e6b0fb,G3VYZ3 d08cff6cd0,G3YXM-600m 3df0916fa7,G3ZJO db050902af,G4IOG-1 f839cc3e4e,G4IOG-2 fa66de9be5,G4JVF 124e0ae827,G6AVK 174c3d9af3,G6NHU 4ed74f7368,GJ7RWT 2832917c86,KL7L 2a3dc9055a,LA5GOA a042d6e63a,N2NXZ 898a344b66,N8NJ 910b7b56b3,OK1FCX 10480e925f,ON4CDJ 922953067d,PA2OHH-30m 10db503170,PA2OHH-40m 8833031b00,S52AS 9d70b5b7f5,SA6BSS1 933e796f41,SA6BSS2 767a94ce0a,SA6BSS3 ca267ee678,VA3ROM d41d8cd98f,VE1VDM fe7f63420a,VE3GTC 37ae69d1a6,VK3EDW 9f3140b052,VK2DDI 895372d28b,VE7IGH e713b646c5,WD4AH a0d0667eb9,WD4ELG-20 79123f16fc,WD4ELG-30 fc60a58934,WD4ELG-40 7b3de6ea8f,WD4ELG-80 773df84a31,WD4ELG-160 2d165cb601,W4HBK1 dd0b7969ec,W4HBK2 5db2e7b33b,WA5DJJ-10m 7bffb9ddc4,WA5DJJ-12m 610e648322,WA5DJJ-15m b6f6247ffd,WA5DJJ-17m 3e0e8d1539,WA5DJJ-20m c56673fa8c,WA5DJJ-30m 598abe24ae,WA5DJJ-40m 3a97a710b4,WA5DJJ-60m 2514b4e07e,WA5DJJ-80m 4a0c9e201c,WA5DJJ-160m 8c181d0395,WA5DJJ-630m 7c7357ee45,ZL2IK1 f552e6264d,ZL2IK2 e07dcba006
1809261102,7L1RLL 2bc8dd54b9,AA7US 423509cfdc,CT2IWW 72e7374cdf,DF2JP bfcd28fe6b,DK7FC b492c0f2ca,DL4DTL 60ff664708,EA8BVP1 2efc5c3a2a,EA8BVP2 d08d5ed73e,F6BAZ 3f4737b88f,G0MQW1 24f293847f,G0MQW2 49633348d7,G0MQW3 6a1edc2691,G3VYZ1 c446270e15,G3VYZ2 3f63e18986,G3VYZ3 a670568350,G3YXM-600m 083e9e3b59,G3ZJO db050902af,G4IOG-1 f839cc3e4e,G4IOG-2 fa66de9be5,G4JVF cbda5c883d,G6AVK 174c3d9af3,G6NHU 4ed74f7368,GJ7RWT 2832917c86,KL7L 2a3dc9055a,LA5GOA d7842c8ea8,N2NXZ 898a344b66,N8NJ 7737e8228e,OK1FCX 7df542fc6c,ON4CDJ de640421b0,PA2OHH-30m 10db503170,PA2OHH-40m 8833031b00,S52AS 9d70b5b7f5,SA6BSS1 933e796f41,SA6BSS2 c83d284824,SA6BSS3 0692e3f167,VA3ROM d41d8cd98f,VE1VDM fe7f63420a,VE3GTC 51f97414cf,VK3EDW 21c94037ba,VK2DDI 895372d28b,VE7IGH e713b646c5,WD4AH c721910a75,WD4ELG-20 fb7a1f0af5,WD4ELG-30 79e1d1a946,WD4ELG-40 29a28f6d25,WD4ELG-80 555dc6ec1d,WD4ELG-160 7e34125a6c,W4HBK1 607f55064c,W4HBK2 d1a7a4b1a7,WA5DJJ-10m daf57bb985,WA5DJJ-12m 4e34c37b84,WA5DJJ-15m 428174c74a,WA5DJJ-17m a7fc897862,WA5DJJ-20m 0be36ed3ea,WA5DJJ-30m ff91b56c99,WA5DJJ-40m 3a97a710b4,WA5DJJ-60m 2514b4e07e,WA5DJJ-80m 4a0c9e201c,WA5DJJ-160m 8c181d0395,WA5DJJ-630m 7c7357ee45,ZL2IK1 cbe141f12b,ZL2IK2 72255336f6
1809261112,7L1RLL 68f17cfc33,AA7US 423509cfdc,CT2IWW 72e7374cdf,DF2JP bfcd28fe6b,DK7FC 9497e311d1,DL4DTL 87cd6e02db,EA8BVP1 a6c03e20cd,EA8BVP2 d08d5ed73e,F6BAZ 3f4737b88f,G0MQW1 4b6e3c4642,G0MQW2 7be76156dd,G0MQW3 6a1edc2691,G3VYZ1 d41d8cd98f,G3VYZ2 6acffbfb8c,G3VYZ3 2c5b145738,G3YXM-600m 0df9604284,G3ZJO db050902af,G4IOG-1 f839cc3e4e,G4IOG-2 fa66de9be5,G4JVF 078e2f6470,G6AVK 174c3d9af3,G6NHU 4ed74f7368,GJ7RWT 2832917c86,KL7L 5d75c07a8f,LA5GOA d7842c8ea8,N2NXZ 898a344b66,N8NJ faf0c2e618,OK1FCX 4482c9f8aa,ON4CDJ de640421b0,PA2OHH-30m 10db503170,PA2OHH-40m 8833031b00,S52AS 9d70b5b7f5,SA6BSS1 933e796f41,SA6BSS2 4891b51eeb,SA6BSS3 95e9098393,VA3ROM d41d8cd98f,VE1VDM fe7f63420a,VE3GTC 4251898704,VK3EDW 674d79832a,VK2DDI 895372d28b,VE7IGH 96997f6ef5,WD4AH 8d7d139086,WD4ELG-20 2344e90a3a,WD4ELG-30 99bcab226d,WD4ELG-40 b770d41830,WD4ELG-80 e0445b19d8,WD4ELG-160 67e3325a85,W4HBK1 2677de88a7,W4HBK2 d1a7a4b1a7,WA5DJJ-10m daf57bb985,WA5DJJ-12m 4e34c37b84,WA5DJJ-15m 428174c74a,WA5DJJ-17m a7fc897862,WA5DJJ-20m 0be36ed3ea,WA5DJJ-30m ff91b56c99,WA5DJJ-40m 38e07f02f8,WA5DJJ-60m 2514b4e07e,WA5DJJ-80m 0277918852,WA5DJJ-160m f83018eb05,WA5DJJ-630m b59de824c2,ZL2IK1 eb79929f97,ZL2IK2 72255336f6
